109.81,1.5609,1700.4,686.41,-23.242,1,Inf
113.19,1.5634,5991.8,208.24,-16.169,1,Inf
114.92,1.5602,3751.2,639.5,-18.715,1,0.89126
109.82,1.5609,1889.2,655.82,-23.173,1,0.70098
115,1.56,3853.6,545.12,-18.507,1,0.30237
115,1.56,3940.4,520.24,-18.34,1,0.19333
113.06,1.5655,4553.8,448.17,-17.416,1,0.17743
113.46,1.56,4786.1,410.68,-17.213,1,0.16822
113.39,1.5651,4411,470.84,-17.578,1,0.1535
113.4,1.5651,4384.7,513.34,-17.609,1,0.12793
113.42,1.5632,5141.5,302.03,-16.86,1,0.11068
113.6,1.5652,4810.8,383.92,-17.176,1,0.1058
113.48,1.5633,5241.5,265.85,-16.758,1,0.093855
113.4,1.5651,4391.5,508.89,-17.603,1,0.093316
113.59,1.565,4927.3,348.74,-17.071,1,0.089552
113.6,1.565,4869.9,366.16,-17.123,1,0.088487
113.16,1.5636,5397,238.53,-16.611,1,0.087982
109.96,1.561,1685.8,669.51,-23.229,1,0.073707
114.01,1.5649,4971.6,329.24,-17.036,1,0.068079
113.8,1.5654,5013.2,321.75,-16.988,1,0.061106
