114.25,1.5622,6020.9,207.05,-16.153,1,Inf
115,1.5624,2162.5,705.32,-23.398,1,Inf
113.66,1.562,5267.2,267.31,-16.735,1,1.0721
102.09,1.5689,952.77,496.47,-20.778,1,1.0675
111.03,1.5619,2498.5,635.54,-22.339,1,0.25201
115,1.5624,2170,649.25,-23.383,1,0.18952
110.51,1.5621,2598,627.06,-21.88,1,0.14081
102.34,1.5681,693,622.15,-21.513,1,0.11933
114.93,1.5624,2225.8,657.29,-23.396,1,0.11464
101.8,1.5687,896.39,515.53,-20.86,1,0.085018
113.72,1.562,5425.6,250.32,-16.59,1,0.083014
102.35,1.5679,1080.5,606.12,-21.32,1,0.079658
102.04,1.5685,1015.3,541.68,-20.96,1,0.071141
102.13,1.5688,908.05,530.01,-20.907,1,0.066234
114.05,1.5621,5655.7,217.55,-16.396,1,0.064174
114.12,1.5621,5599.9,222.22,-16.44,1,0.063324
101.63,1.5682,902,561.05,-21.115,1,0.063225
102.51,1.5681,1078.7,600.24,-21.255,1,0.062928
102.8,1.5687,898.32,551.53,-21.109,1,0.060287
102.29,1.5681,1168.3,582.4,-21.118,1,0.055765
